,filter_strategy,space,metric,value
1182,mRNA,log,Spearman,0.7357436454862517
1183,mRNA,log,CCC,0.7401028632845567
1184,mRNA,CPM,1-JSD,0.619904489812257
1185,mRNA,CPM,Pearson,0.6149762363887156
1186,mRNA,CPM,Spearman,0.7471283980703692
1187,mRNA,CPM,CCC,0.5532934028385251
1188,mRNA,log,1-JSD,0.8354669905184058
1189,mRNA,log,Pearson,0.769074007872488
1190,mRNA,log,Spearman,0.7471283980703692
1191,mRNA,log,CCC,0.7641592641361803
1192,mRNA,CPM,1-JSD,0.57130025663423
1193,mRNA,CPM,Pearson,0.5110707012296182
1194,mRNA,CPM,Spearman,0.7321125074149039
1195,mRNA,CPM,CCC,0.46066149260347666
1196,mRNA,log,1-JSD,0.8274192414045852
1197,mRNA,log,Pearson,0.7484858217167789
1198,mRNA,log,Spearman,0.7321125074149039
1199,mRNA,log,CCC,0.7441994409392524
1200,mRNA,CPM,1-JSD,0.5602493208366671
1201,mRNA,CPM,Pearson,0.4421943002472838
1202,mRNA,CPM,Spearman,0.7601280921665476
1203,mRNA,CPM,CCC,0.39055797700431516
1204,mRNA,log,1-JSD,0.8364845866036447
1205,mRNA,log,Pearson,0.7691245568626328
1206,mRNA,log,Spearman,0.7601280921665476
1207,mRNA,log,CCC,0.7636950037005904
1208,mRNA,CPM,1-JSD,0.5599639891134388
1209,mRNA,CPM,Pearson,0.4648404854109326
1210,mRNA,CPM,Spearman,0.745922094698449
1211,mRNA,CPM,CCC,0.4223593260571291
1212,mRNA,log,1-JSD,0.831301593506757
1213,mRNA,log,Pearson,0.757958696839035
1214,mRNA,log,Spearman,0.745922094698449
1215,mRNA,log,CCC,0.7521822892825076
1216,mRNA,CPM,1-JSD,0.5042869123512768
1217,mRNA,CPM,Pearson,0.35068360648806424
1218,mRNA,CPM,Spearman,0.7422025303830013
1219,mRNA,CPM,CCC,0.30058631100922434
1220,mRNA,log,1-JSD,0.8212460743368546
1221,mRNA,log,Pearson,0.7396221100923375
1222,mRNA,log,Spearman,0.7422025303830013
1223,mRNA,log,CCC,0.7352314753740565
1224,mRNA,CPM,1-JSD,0.5854673210964988
1225,mRNA,CPM,Pearson,0.536357962413379
1226,mRNA,CPM,Spearman,0.7601062529587507
1227,mRNA,CPM,CCC,0.5158240080683348
1228,mRNA,log,1-JSD,0.8405450206653798
1229,mRNA,log,Pearson,0.774657872579646
1230,mRNA,log,Spearman,0.7601062529587507
1231,mRNA,log,CCC,0.7628691493987093
1232,mRNA,CPM,1-JSD,0.5004160423649118
1233,mRNA,CPM,Pearson,0.3444158354817294
1234,mRNA,CPM,Spearman,0.7399658802669231
1235,mRNA,CPM,CCC,0.29367975898272136
1236,mRNA,log,1-JSD,0.8193605296523823
1237,mRNA,log,Pearson,0.7362808394777643
1238,mRNA,log,Spearman,0.7399658802669231
1239,mRNA,log,CCC,0.731883610543465
1240,mRNA,CPM,1-JSD,0.5766731544672307
1241,mRNA,CPM,Pearson,0.5074807261879712
1242,mRNA,CPM,Spearman,0.7571031501374865
1243,mRNA,CPM,CCC,0.48531385390430637
1244,mRNA,log,1-JSD,0.8393887328453028
1245,mRNA,log,Pearson,0.7714510136407591
1246,mRNA,log,Spearman,0.7571031501374865
1247,mRNA,log,CCC,0.7597119513253678
1248,mRNA,CPM,1-JSD,0.5584365996622966
1249,mRNA,CPM,Pearson,0.431758950531719
1250,mRNA,CPM,Spearman,0.7553584715265932
1251,mRNA,CPM,CCC,0.3664105105931134
1252,mRNA,log,1-JSD,0.833243003608809
1253,mRNA,log,Pearson,0.7653694564059361
1254,mRNA,log,Spearman,0.7553584715265932
1255,mRNA,log,CCC,0.7619884398511512
1256,mRNA,CPM,1-JSD,0.6098502222907695
1257,mRNA,CPM,Pearson,0.594618885026003
1258,mRNA,CPM,Spearman,0.753028426409862
1259,mRNA,CPM,CCC,0.5631417447808522
1260,mRNA,log,1-JSD,0.8411920922572371
1261,mRNA,log,Pearson,0.7739268683356533
1262,mRNA,log,Spearman,0.753028426409862
1263,mRNA,log,CCC,0.7620069518305703
1264,mRNA,CPM,1-JSD,0.5251462201333637
1265,mRNA,CPM,Pearson,0.3944352753097181
1266,mRNA,CPM,Spearman,0.7155846738593283
1267,mRNA,CPM,CCC,0.3667726549026398
1268,mRNA,log,1-JSD,0.820157706995296
1269,mRNA,log,Pearson,0.7247477915991317
1270,mRNA,log,Spearman,0.7155846738593283
1271,mRNA,log,CCC,0.7201764778749015
1272,mRNA,CPM,1-JSD,0.539922653151175
1273,mRNA,CPM,Pearson,0.4004063531827873
1274,mRNA,CPM,Spearman,0.7293924359384747
1275,mRNA,CPM,CCC,0.3232881772086856
1276,mRNA,log,1-JSD,0.8237111229982379
1277,mRNA,log,Pearson,0.7392662425350397
1278,mRNA,log,Spearman,0.7293924359384747
1279,mRNA,log,CCC,0.736218184070659
1280,mRNA,CPM,1-JSD,0.560994164388698
1281,mRNA,CPM,Pearson,0.4461229448610452
1282,mRNA,CPM,Spearman,0.7507763230376115
1283,mRNA,CPM,CCC,0.37765115539388244
1284,mRNA,log,1-JSD,0.8308677366035966
1285,mRNA,log,Pearson,0.7621416545984385
1286,mRNA,log,Spearman,0.7507763230376115
1287,mRNA,log,CCC,0.757340036494104
1288,mRNA,CPM,1-JSD,0.5917438525042684
1289,mRNA,CPM,Pearson,0.5417919812265911
1290,mRNA,CPM,Spearman,0.7401628671646128
1291,mRNA,CPM,CCC,0.4948417531297998
1292,mRNA,log,1-JSD,0.8339853762089873
1293,mRNA,log,Pearson,0.7597867248229704
1294,mRNA,log,Spearman,0.7401628671646128
1295,mRNA,log,CCC,0.7526705823957934
1296,mRNA,CPM,1-JSD,0.5319813609035684
1297,mRNA,CPM,Pearson,0.39924444797121234
1298,mRNA,CPM,Spearman,0.7151607867693935
1299,mRNA,CPM,CCC,0.3357769976316846
1300,mRNA,log,1-JSD,0.8142087660312172
1301,mRNA,log,Pearson,0.7226520498676795
1302,mRNA,log,Spearman,0.7151607867693935
1303,mRNA,log,CCC,0.7182476598416139
1304,mRNA,CPM,1-JSD,0.5970381122659152
1305,mRNA,CPM,Pearson,0.5800433957817184
1306,mRNA,CPM,Spearman,0.7255059938085051
1307,mRNA,CPM,CCC,0.5490958724018339
1308,mRNA,log,1-JSD,0.8308286829674133
1309,mRNA,log,Pearson,0.7480111318188911
1310,mRNA,log,Spearman,0.7255059938085051
1311,mRNA,log,CCC,0.7392954798272754
1312,mRNA,CPM,1-JSD,0.5073567258158868
1313,mRNA,CPM,Pearson,0.34212944426599967
1314,mRNA,CPM,Spearman,0.7426971721403107
1315,mRNA,CPM,CCC,0.25319694923866215
1316,mRNA,log,1-JSD,0.8137124577964421
1317,mRNA,log,Pearson,0.7397718440925571
1318,mRNA,log,Spearman,0.7426971721403107
1319,mRNA,log,CCC,0.7333377270940407
1320,mRNA,CPM,1-JSD,0.5757154255999366
1321,mRNA,CPM,Pearson,0.5208948274333441
1322,mRNA,CPM,Spearman,0.7408738037352114
1323,mRNA,CPM,CCC,0.49770786539857687
1324,mRNA,log,1-JSD,0.8335292021303042
1325,mRNA,log,Pearson,0.757726792023674
1326,mRNA,log,Spearman,0.7408738037352114
1327,mRNA,log,CCC,0.7474312384821752
1328,mRNA,CPM,1-JSD,0.5657475772250111
1329,mRNA,CPM,Pearson,0.5034942860341838
1330,mRNA,CPM,Spearman,0.7294742996658823
1331,mRNA,CPM,CCC,0.46538090302765467
1332,mRNA,log,1-JSD,0.8275243175022766
1333,mRNA,log,Pearson,0.7452196400683717
1334,mRNA,log,Spearman,0.7294742996658823
1335,mRNA,log,CCC,0.7392077500292281
1336,mRNA,CPM,1-JSD,0.5719291378576485
1337,mRNA,CPM,Pearson,0.516825706402865
1338,mRNA,CPM,Spearman,0.7408376234430556
1339,mRNA,CPM,CCC,0.4812131526954022
1340,mRNA,log,1-JSD,0.8319763635742663
1341,mRNA,log,Pearson,0.7557651942485045
1342,mRNA,log,Spearman,0.7408376234430556
1343,mRNA,log,CCC,0.7494122351276482
1344,mRNA,CPM,1-JSD,0.5982331605284043
1345,mRNA,CPM,Pearson,0.5787106853092228
1346,mRNA,CPM,Spearman,0.7523899146294908
1347,mRNA,CPM,CCC,0.5470468752618125
1348,mRNA,log,1-JSD,0.8373180365294135
1349,mRNA,log,Pearson,0.7711471460637438
1350,mRNA,log,Spearman,0.7523899146294908
1351,mRNA,log,CCC,0.7626229657752642
1352,mRNA,CPM,1-JSD,0.5819284601223809
1353,mRNA,CPM,Pearson,0.5412517632562729
1354,mRNA,CPM,Spearman,0.7299327783648474
1355,mRNA,CPM,CCC,0.49498629385946347
1356,mRNA,log,1-JSD,0.8280104941552828
1357,mRNA,log,Pearson,0.7475599156967416
1358,mRNA,log,Spearman,0.7299327783648474
1359,mRNA,log,CCC,0.7419237177113912
1360,mRNA,CPM,1-JSD,0.5652652681024798
1361,mRNA,CPM,Pearson,0.4745835088791784
1362,mRNA,CPM,Spearman,0.7504656344155686
1363,mRNA,CPM,CCC,0.4239163029926582
1364,mRNA,log,1-JSD,0.832203099522473
1365,mRNA,log,Pearson,0.7627153110907012
1366,mRNA,log,Spearman,0.7504656344155686
1367,mRNA,log,CCC,0.7571973778972376
1368,mRNA,CPM,1-JSD,0.5373633399604243
1369,mRNA,CPM,Pearson,0.4177211612380307
1370,mRNA,CPM,Spearman,0.717977546634239
1371,mRNA,CPM,CCC,0.3573126733744618
1372,mRNA,log,1-JSD,0.8204104564445451
1373,mRNA,log,Pearson,0.7284189877387327
1374,mRNA,log,Spearman,0.717977546634239
1375,mRNA,log,CCC,0.7253380356955088
1376,mRNA,CPM,1-JSD,0.44178148253463745
1377,mRNA,CPM,Pearson,0.21511255385470657
1378,mRNA,CPM,Spearman,0.7078138824487715
1379,mRNA,CPM,CCC,0.07607119994022224
1380,mRNA,log,1-JSD,0.7792040559957873
1381,mRNA,log,Pearson,0.6944545547894343
1382,mRNA,log,Spearman,0.7078138824487715
1383,mRNA,log,CCC,0.6654456669518645
1384,mRNA,CPM,1-JSD,0.5670563462901269
1385,mRNA,CPM,Pearson,0.47267473161239804
1386,mRNA,CPM,Spearman,0.7360763024824001
1387,mRNA,CPM,CCC,0.40051146192999293
1388,mRNA,log,1-JSD,0.8280438360226411
1389,mRNA,log,Pearson,0.7504961680067223
1390,mRNA,log,Spearman,0.7360763024824001
1391,mRNA,log,CCC,0.747473618188669
1392,mRNA,CPM,1-JSD,0.5730363028548244
1393,mRNA,CPM,Pearson,0.48990892155927146
1394,mRNA,CPM,Spearman,0.7194523444882596
1395,mRNA,CPM,CCC,0.4123611419539761
1396,mRNA,log,1-JSD,0.8213647642208557
1397,mRNA,log,Pearson,0.7378040864352052
1398,mRNA,log,Spearman,0.7194523444882596
1399,mRNA,log,CCC,0.7346206756125435
1400,mRNA,CPM,1-JSD,0.5559275417124101
1401,mRNA,CPM,Pearson,0.4577409012364933
1402,mRNA,CPM,Spearman,0.7145402180119099
1403,mRNA,CPM,CCC,0.3918830690541688
1404,mRNA,log,1-JSD,0.819987187411102
1405,mRNA,log,Pearson,0.7301187682894602
1406,mRNA,log,Spearman,0.7145402180119099
1407,mRNA,log,CCC,0.7273793422918745
1408,mRNA,CPM,1-JSD,0.4973549312585651
1409,mRNA,CPM,Pearson,0.29310935817755956
1410,mRNA,CPM,Spearman,0.7118496292719911
1411,mRNA,CPM,CCC,0.16652051035149065
1412,mRNA,log,1-JSD,0.7970478140137389
1413,mRNA,log,Pearson,0.7124730335256573
1414,mRNA,log,Spearman,0.7118496292719911
1415,mRNA,log,CCC,0.6984782903598936
1416,mRNA,CPM,1-JSD,0.5287871416325245
1417,mRNA,CPM,Pearson,0.4161266700316353
1418,mRNA,CPM,Spearman,0.6967990112463172
1419,mRNA,CPM,CCC,0.3377367511691302
1420,mRNA,log,1-JSD,0.804839147769812
1421,mRNA,log,Pearson,0.7080497149666914
1422,mRNA,log,Spearman,0.6967990112463172
1423,mRNA,log,CCC,0.7028443255151648
1424,mRNA,CPM,1-JSD,0.48097926446338635
1425,mRNA,CPM,Pearson,0.16807259492098842
1426,mRNA,CPM,Spearman,0.6857176934601062
1427,mRNA,CPM,CCC,0.06941377416301411
1428,mRNA,log,1-JSD,0.7837515755298676
1429,mRNA,log,Pearson,0.6871262552503209
1430,mRNA,log,Spearman,0.6857176934601062
1431,mRNA,log,CCC,0.6541914298418005
1432,mRNA,CPM,1-JSD,0.5619170664937211
1433,mRNA,CPM,Pearson,0.49264465103368316
1434,mRNA,CPM,Spearman,0.7304700501270379
1435,mRNA,CPM,CCC,0.44588074100532904
1436,mRNA,log,1-JSD,0.8240397717535113
1437,mRNA,log,Pearson,0.7444104705395732
1438,mRNA,log,Spearman,0.7304700501270379
1439,mRNA,log,CCC,0.7406142692698274
1440,mRNA,CPM,1-JSD,0.5286210752547431
1441,mRNA,CPM,Pearson,0.3912004602699811
1442,mRNA,CPM,Spearman,0.6990432919231915
1443,mRNA,CPM,CCC,0.3194659505803441
1444,mRNA,log,1-JSD,0.8089058656866421
1445,mRNA,log,Pearson,0.7104777133929328
1446,mRNA,log,Spearman,0.6990432919231915
1447,mRNA,log,CCC,0.706191549118822
1448,mRNA,CPM,1-JSD,0.5286013378475538
1449,mRNA,CPM,Pearson,0.4056047833196559
1450,mRNA,CPM,Spearman,0.720241221226082
1451,mRNA,CPM,CCC,0.3519443173105478
1452,mRNA,log,1-JSD,0.8168238931072549
1453,mRNA,log,Pearson,0.7276388129872259
1454,mRNA,log,Spearman,0.720241221226082
1455,mRNA,log,CCC,0.7237046959116936
1456,mRNA,CPM,1-JSD,0.4974948340585458
1457,mRNA,CPM,Pearson,0.33256825616724806
1458,mRNA,CPM,Spearman,0.7069382323599972
1459,mRNA,CPM,CCC,0.24034791508705722
1460,mRNA,log,1-JSD,0.8044113865964595
1461,mRNA,log,Pearson,0.7066603418679547
1462,mRNA,log,Spearman,0.7069382323599972
1463,mRNA,log,CCC,0.6992335741035247
1464,mRNA,CPM,1-JSD,0.5955050051494495
1465,mRNA,CPM,Pearson,0.5705629962213024
1466,mRNA,CPM,Spearman,0.7360168660509153
1467,mRNA,CPM,CCC,0.5216083126259973
1468,mRNA,log,1-JSD,0.8336445116644887
1469,mRNA,log,Pearson,0.7559409011271946
1470,mRNA,log,Spearman,0.7360168660509153
1471,mRNA,log,CCC,0.7486956708519524
1472,mRNA,CPM,1-JSD,0.5717341253815513
1473,mRNA,CPM,Pearson,0.5251362972242568
1474,mRNA,CPM,Spearman,0.727111986627826
1475,mRNA,CPM,CCC,0.5001620116682676
1476,mRNA,log,1-JSD,0.8264096444080511
1477,mRNA,log,Pearson,0.7454259312626499
1478,mRNA,log,Spearman,0.727111986627826
1479,mRNA,log,CCC,0.7378191429286195
1480,mRNA,CPM,1-JSD,0.5487655339595386
1481,mRNA,CPM,Pearson,0.47181461216655884
1482,mRNA,CPM,Spearman,0.7034111059834416
1483,mRNA,CPM,CCC,0.3780547528270032
1484,mRNA,log,1-JSD,0.8070653151560593
1485,mRNA,log,Pearson,0.7157539053400401
1486,mRNA,log,Spearman,0.7034111059834416
1487,mRNA,log,CCC,0.7088147197463688
1488,mRNA,CPM,1-JSD,0.5709892544443832
1489,mRNA,CPM,Pearson,0.5174924067756603
1490,mRNA,CPM,Spearman,0.7413499766014118
1491,mRNA,CPM,CCC,0.4823923805024907
1492,mRNA,log,1-JSD,0.8318217048196629
1493,mRNA,log,Pearson,0.755745917863992
1494,mRNA,log,Spearman,0.7413499766014118
1495,mRNA,log,CCC,0.7499381582182335
1496,mRNA,CPM,1-JSD,0.6489353536714931
1497,mRNA,CPM,Pearson,0.6973686590394566
1498,mRNA,CPM,Spearman,0.753113058448841
1499,mRNA,CPM,CCC,0.6327569523617999
1500,mRNA,log,1-JSD,0.8374172227413864
1501,mRNA,log,Pearson,0.777282383099644
1502,mRNA,log,Spearman,0.753113058448841
1503,mRNA,log,CCC,0.7722049589144773
1504,mRNA,CPM,1-JSD,0.5953924221077989
1505,mRNA,CPM,Pearson,0.5358225517058433
1506,mRNA,CPM,Spearman,0.7446439109906636
1507,mRNA,CPM,CCC,0.49001351000401133
1508,mRNA,log,1-JSD,0.836160697669977
1509,mRNA,log,Pearson,0.7650066538395791
1510,mRNA,log,Spearman,0.7446439109906636
1511,mRNA,log,CCC,0.7577483304537546
1512,mRNA,CPM,1-JSD,0.5514777190579909
1513,mRNA,CPM,Pearson,0.4590024696371636
1514,mRNA,CPM,Spearman,0.7330829286568777
1515,mRNA,CPM,CCC,0.39597584976265715
1516,mRNA,log,1-JSD,0.8227180314835986
1517,mRNA,log,Pearson,0.7442232142679257
1518,mRNA,log,Spearman,0.7330829286568777
1519,mRNA,log,CCC,0.7401880345459608
1520,mRNA,CPM,1-JSD,0.6045598419789772
1521,mRNA,CPM,Pearson,0.5637624056455985
1522,mRNA,CPM,Spearman,0.7522872010619388
1523,mRNA,CPM,CCC,0.5124173113377346
1524,mRNA,log,1-JSD,0.8371866828120932
1525,mRNA,log,Pearson,0.7720804396657677
1526,mRNA,log,Spearman,0.7522872010619388
1527,mRNA,log,CCC,0.763913190850638
1528,mRNA,CPM,1-JSD,0.5604579626554789
1529,mRNA,CPM,Pearson,0.45263760922275953
1530,mRNA,CPM,Spearman,0.7426160744432148
1531,mRNA,CPM,CCC,0.3754992540937532
1532,mRNA,log,1-JSD,0.8260684803340859
1533,mRNA,log,Pearson,0.7539277273604337
1534,mRNA,log,Spearman,0.7426160744432148
1535,mRNA,log,CCC,0.750584510376127
1536,mRNA,CPM,1-JSD,0.5953920251288276
1537,mRNA,CPM,Pearson,0.5570233492125412
1538,mRNA,CPM,Spearman,0.7567749888073239
1539,mRNA,CPM,CCC,0.5284838495472168
1540,mRNA,log,1-JSD,0.8399768927366593
1541,mRNA,log,Pearson,0.7749336779244109
1542,mRNA,log,Spearman,0.7567749888073239
1543,mRNA,log,CCC,0.7642463514583929
1544,mRNA,CPM,1-JSD,0.6289245765089082
1545,mRNA,CPM,Pearson,0.6056680903309332
1546,mRNA,CPM,Spearman,0.7574505786016782
1547,mRNA,CPM,CCC,0.5359328064604721
1548,mRNA,log,1-JSD,0.8395962555847053
1549,mRNA,log,Pearson,0.7788234635007429
1550,mRNA,log,Spearman,0.7574505786016782
1551,mRNA,log,CCC,0.7710074013662598
1552,mRNA,CPM,1-JSD,0.6169221325520291
1553,mRNA,CPM,Pearson,0.5985701056467797
1554,mRNA,CPM,Spearman,0.7610887006898807
1555,mRNA,CPM,CCC,0.5476083906175783
1556,mRNA,log,1-JSD,0.8408576157904241
1557,mRNA,log,Pearson,0.7807877452045784
1558,mRNA,log,Spearman,0.7610887006898807
1559,mRNA,log,CCC,0.7732350549861267
1560,mRNA,CPM,1-JSD,0.5405484798252458
1561,mRNA,CPM,Pearson,0.41646410708217524
1562,mRNA,CPM,Spearman,0.7362303681232559
1563,mRNA,CPM,CCC,0.36049851607742944
1564,mRNA,log,1-JSD,0.8236195180032357
1565,mRNA,log,Pearson,0.7449707319369238
1566,mRNA,log,Spearman,0.7362303681232559
1567,mRNA,log,CCC,0.741218272191834
1568,mRNA,CPM,1-JSD,0.4971911882977531
1569,mRNA,CPM,Pearson,0.3289869514686009
1570,mRNA,CPM,Spearman,0.7071328783828678
1571,mRNA,CPM,CCC,0.24049456857541746
1572,mRNA,log,1-JSD,0.8022348593740062
1573,mRNA,log,Pearson,0.7053318047614736
1574,mRNA,log,Spearman,0.7071328783828678
1575,mRNA,log,CCC,0.6969340897179935
1576,mRNA,CPM,1-JSD,0.5245132612344527
1577,mRNA,CPM,Pearson,0.337228308790103
1578,mRNA,CPM,Spearman,0.7520726510116952
1579,mRNA,CPM,CCC,0.24675567511741545
1580,mRNA,log,1-JSD,0.8238699895196732
1581,mRNA,log,Pearson,0.7531100305122103
1582,mRNA,log,Spearman,0.7520726510116952
1583,mRNA,log,CCC,0.7490868158101949
1584,mRNA,CPM,1-JSD,0.5858220689836029
1585,mRNA,CPM,Pearson,0.5238774125903027
1586,mRNA,CPM,Spearman,0.7510130292535272
1587,mRNA,CPM,CCC,0.48789027468494744
1588,mRNA,log,1-JSD,0.8378610190735234
1589,mRNA,log,Pearson,0.7687183906472094
1590,mRNA,log,Spearman,0.7510130292535272
1591,mRNA,log,CCC,0.7610426803833196
1592,mRNA,CPM,1-JSD,0.6014233496895922
1593,mRNA,CPM,Pearson,0.5912296508567438
1594,mRNA,CPM,Spearman,0.7442190386006922
1595,mRNA,CPM,CCC,0.5621489552035726
1596,mRNA,log,1-JSD,0.8350287943255916
1597,mRNA,log,Pearson,0.7642051923581283
1598,mRNA,log,Spearman,0.7442190386006922
1599,mRNA,log,CCC,0.7540486325779726
1600,mRNA,CPM,1-JSD,0.4527690506054054
1601,mRNA,CPM,Pearson,0.2129320748272573
1602,mRNA,CPM,Spearman,0.7033447235342056
1603,mRNA,CPM,CCC,0.1369956203122764
1604,mRNA,log,1-JSD,0.7880848791907151
1605,mRNA,log,Pearson,0.6864576156224359
1606,mRNA,log,Spearman,0.7033447235342056
1607,mRNA,log,CCC,0.6579915398577496
1608,mRNA,CPM,1-JSD,0.47434922417442293
1609,mRNA,CPM,Pearson,0.31549474274033484
1610,mRNA,CPM,Spearman,0.7245623241761081
1611,mRNA,CPM,CCC,0.25895883214969634
1612,mRNA,log,1-JSD,0.8025432901116467
1613,mRNA,log,Pearson,0.7120873018918332
1614,mRNA,log,Spearman,0.7245623241761081
1615,mRNA,log,CCC,0.7030306059584739
1616,mRNA,CPM,1-JSD,0.636655553037992
1617,mRNA,CPM,Pearson,0.6270675254938669
1618,mRNA,CPM,Spearman,0.7609713365368688
1619,mRNA,CPM,CCC,0.5605916129760722
1620,mRNA,log,1-JSD,0.8427478205734614
1621,mRNA,log,Pearson,0.7835535301065832
1622,mRNA,log,Spearman,0.7609713365368688
1623,mRNA,log,CCC,0.7762810906644558
1624,mRNA,CPM,1-JSD,0.6117701074416488
1625,mRNA,CPM,Pearson,0.5802862123424107
1626,mRNA,CPM,Spearman,0.753867222203595
1627,mRNA,CPM,CCC,0.5296963101341738
1628,mRNA,log,1-JSD,0.8376617766040984
1629,mRNA,log,Pearson,0.7748589766670837
1630,mRNA,log,Spearman,0.753867222203595
1631,mRNA,log,CCC,0.7665045398651585
1632,mRNA,CPM,1-JSD,0.5680165297832795
1633,mRNA,CPM,Pearson,0.5088728497144934
1634,mRNA,CPM,Spearman,0.7545801091233924
1635,mRNA,CPM,CCC,0.4888330217108152
1636,mRNA,log,1-JSD,0.8371234941014079
1637,mRNA,log,Pearson,0.7675024334117022
1638,mRNA,log,Spearman,0.7545801091233924
1639,mRNA,log,CCC,0.7578071874842255
1640,mRNA,CPM,1-JSD,0.5641646645726817
1641,mRNA,CPM,Pearson,0.47888167239278157
1642,mRNA,CPM,Spearman,0.7427563583059236
1643,mRNA,CPM,CCC,0.42249504335852345
1644,mRNA,log,1-JSD,0.8286995176028893
1645,mRNA,log,Pearson,0.7556668977811744
1646,mRNA,log,Spearman,0.7427563583059236
1647,mRNA,log,CCC,0.7504928249921062
1648,mRNA,CPM,1-JSD,0.5857754808972879
1649,mRNA,CPM,Pearson,0.5252224492098149
1650,mRNA,CPM,Spearman,0.7425290775216008
1651,mRNA,CPM,CCC,0.49301620002305696
1652,mRNA,log,1-JSD,0.8359500164563038
1653,mRNA,log,Pearson,0.7606420319686733
1654,mRNA,log,Spearman,0.7425290775216008
1655,mRNA,log,CCC,0.7519664414596069
1656,mRNA,CPM,1-JSD,0.5449461591219771
1657,mRNA,CPM,Pearson,0.4276771403652589
1658,mRNA,CPM,Spearman,0.7475845581836428
1659,mRNA,CPM,CCC,0.37559582545857023
1660,mRNA,log,1-JSD,0.8283448501236844
1661,mRNA,log,Pearson,0.7549902598441742
1662,mRNA,log,Spearman,0.7475845581836428
1663,mRNA,log,CCC,0.750276775834732
1664,mRNA,CPM,1-JSD,0.6439395064891333
1665,mRNA,CPM,Pearson,0.6767384479782578
1666,mRNA,CPM,Spearman,0.7640408684645604
1667,mRNA,CPM,CCC,0.6333818174555391
1668,mRNA,log,1-JSD,0.8437997545816577
1669,mRNA,log,Pearson,0.7886651622497151
1670,mRNA,log,Spearman,0.7640408684645604
1671,mRNA,log,CCC,0.7771553557018573
1672,mRNA,CPM,1-JSD,0.6049334812020579
1673,mRNA,CPM,Pearson,0.6043059823085113
1674,mRNA,CPM,Spearman,0.7224713646341601
1675,mRNA,CPM,CCC,0.5756940272262773
1676,mRNA,log,1-JSD,0.8301835799826622
1677,mRNA,log,Pearson,0.7478999749722287
1678,mRNA,log,Spearman,0.7224713646341601
1679,mRNA,log,CCC,0.7376761717694965
1680,mRNA,CPM,1-JSD,0.6420717314329962
1681,mRNA,CPM,Pearson,0.6667831255809085
1682,mRNA,CPM,Spearman,0.7446228291231872
1683,mRNA,CPM,CCC,0.5993623414918001
1684,mRNA,log,1-JSD,0.837591053764085
1685,mRNA,log,Pearson,0.7707588600094302
1686,mRNA,log,Spearman,0.7446228291231872
1687,mRNA,log,CCC,0.7643307884409432
1688,mRNA,CPM,1-JSD,0.6106737578881809
1689,mRNA,CPM,Pearson,0.5445781730736317
1690,mRNA,CPM,Spearman,0.765877909934601
1691,mRNA,CPM,CCC,0.48777616762800646
1692,mRNA,log,1-JSD,0.8409998335808122
1693,mRNA,log,Pearson,0.7829027219949354
1694,mRNA,log,Spearman,0.765877909934601
1695,mRNA,log,CCC,0.7735634586824454
1696,mRNA,CPM,1-JSD,0.6072980639957908
1697,mRNA,CPM,Pearson,0.5784317966036154
1698,mRNA,CPM,Spearman,0.7498193702255412
1699,mRNA,CPM,CCC,0.524554654072931
1700,mRNA,log,1-JSD,0.8364294844551804
1701,mRNA,log,Pearson,0.7696779933543926
1702,mRNA,log,Spearman,0.7498193702255412
1703,mRNA,log,CCC,0.7640962823449607
1704,mRNA,CPM,1-JSD,0.5308272473207474
1705,mRNA,CPM,Pearson,0.3706492853786595
1706,mRNA,CPM,Spearman,0.7362872912424268
1707,mRNA,CPM,CCC,0.2833771754028547
1708,mRNA,log,1-JSD,0.8178590524009324
1709,mRNA,log,Pearson,0.7426080501640229
1710,mRNA,log,Spearman,0.7362872912424268
1711,mRNA,log,CCC,0.7382504593206891
1712,mRNA,CPM,1-JSD,0.4959904688406821
1713,mRNA,CPM,Pearson,0.2731508595454825
1714,mRNA,CPM,Spearman,0.7121678961396463
1715,mRNA,CPM,CCC,0.1666905228194516
1716,mRNA,log,1-JSD,0.8012517951123976
1717,mRNA,log,Pearson,0.715215331574625
1718,mRNA,log,Spearman,0.7121678961396463
1719,mRNA,log,CCC,0.7078031888080031
1720,mRNA,CPM,1-JSD,0.6000271682796732
1721,mRNA,CPM,Pearson,0.5661813322665983
1722,mRNA,CPM,Spearman,0.7361485912822421
1723,mRNA,CPM,CCC,0.5202596042943999
1724,mRNA,log,1-JSD,0.8313472181847031
1725,mRNA,log,Pearson,0.7584417431702446
1726,mRNA,log,Spearman,0.7361485912822421
1727,mRNA,log,CCC,0.7518556070166261
1728,mRNA,CPM,1-JSD,0.5344708583966077
1729,mRNA,CPM,Pearson,0.3894636616425147
1730,mRNA,CPM,Spearman,0.7445303271240669
1731,mRNA,CPM,CCC,0.31411667463480136
1732,mRNA,log,1-JSD,0.8260189760860901
1733,mRNA,log,Pearson,0.7501504584503527
1734,mRNA,log,Spearman,0.7445303271240669
1735,mRNA,log,CCC,0.746764601908286
1736,mRNA,CPM,1-JSD,0.551501451104015
1737,mRNA,CPM,Pearson,0.4278723460551548
1738,mRNA,CPM,Spearman,0.7571154096317475
1739,mRNA,CPM,CCC,0.38470401701003465
1740,mRNA,log,1-JSD,0.835028077449541
1741,mRNA,log,Pearson,0.7660470359397187
1742,mRNA,log,Spearman,0.7571154096317475
