,filter_strategy,space,metric,value
1743,mRNA,log,CCC,0.7595473060064886
1744,mRNA,CPM,1-JSD,0.5770473048971696
1745,mRNA,CPM,Pearson,0.4849155966631421
1746,mRNA,CPM,Spearman,0.7596499319184836
1747,mRNA,CPM,CCC,0.43469936308169355
1748,mRNA,log,1-JSD,0.8374642542787407
1749,mRNA,log,Pearson,0.7731405464102932
1750,mRNA,log,Spearman,0.7596499319184836
1751,mRNA,log,CCC,0.7666562256186336
1752,mRNA,CPM,1-JSD,0.5118761326549206
1753,mRNA,CPM,Pearson,0.3687029823771321
1754,mRNA,CPM,Spearman,0.7003888102016325
1755,mRNA,CPM,CCC,0.34593014400595695
1756,mRNA,log,1-JSD,0.8172521049267265
1757,mRNA,log,Pearson,0.7072150838043291
1758,mRNA,log,Spearman,0.7003888102016325
1759,mRNA,log,CCC,0.7025866949854945
1760,mRNA,CPM,1-JSD,0.6163010700745399
1761,mRNA,CPM,Pearson,0.607715051168475
1762,mRNA,CPM,Spearman,0.7446866784269897
1763,mRNA,CPM,CCC,0.5783850874596406
1764,mRNA,log,1-JSD,0.8386183945321174
1765,mRNA,log,Pearson,0.7680838460872015
1766,mRNA,log,Spearman,0.7446866784269897
1767,mRNA,log,CCC,0.7550391242307323
1768,mRNA,CPM,1-JSD,0.5488548720251744
1769,mRNA,CPM,Pearson,0.45396038338485173
1770,mRNA,CPM,Spearman,0.7235479757982058
1771,mRNA,CPM,CCC,0.38003769146140565
1772,mRNA,log,1-JSD,0.8207603036004111
1773,mRNA,log,Pearson,0.7357362018414665
1774,mRNA,log,Spearman,0.7235479757982058
1775,mRNA,log,CCC,0.7326883887012238
1776,mRNA,CPM,1-JSD,0.5829500790651656
1777,mRNA,CPM,Pearson,0.4777006064390544
1778,mRNA,CPM,Spearman,0.7530318148301395
1779,mRNA,CPM,CCC,0.4111552755442275
1780,mRNA,log,1-JSD,0.8348699617351182
1781,mRNA,log,Pearson,0.7679290154143874
1782,mRNA,log,Spearman,0.7530318148301395
1783,mRNA,log,CCC,0.7630185006195277
1784,mRNA,CPM,1-JSD,0.5401366648719337
1785,mRNA,CPM,Pearson,0.3629104666089028
1786,mRNA,CPM,Spearman,0.7510209008136866
1787,mRNA,CPM,CCC,0.27331838689537036
1788,mRNA,log,1-JSD,0.8278557730379877
1789,mRNA,log,Pearson,0.7573732562459495
1790,mRNA,log,Spearman,0.7510209008136866
1791,mRNA,log,CCC,0.7539519550235243
1792,mRNA,CPM,1-JSD,0.5857942800009845
1793,mRNA,CPM,Pearson,0.48574267403336396
1794,mRNA,CPM,Spearman,0.753757968100276
1795,mRNA,CPM,CCC,0.42396213962936313
1796,mRNA,log,1-JSD,0.8359321451600525
1797,mRNA,log,Pearson,0.7692485819096011
1798,mRNA,log,Spearman,0.753757968100276
1799,mRNA,log,CCC,0.7640498761131888
1800,mRNA,CPM,1-JSD,0.579789554540594
1801,mRNA,CPM,Pearson,0.49040645646148934
1802,mRNA,CPM,Spearman,0.7524528575060925
1803,mRNA,CPM,CCC,0.4348795780529891
1804,mRNA,log,1-JSD,0.8360081730784863
1805,mRNA,log,Pearson,0.7685788609561675
1806,mRNA,log,Spearman,0.7524528575060925
1807,mRNA,log,CCC,0.7634317264887966
1808,mRNA,CPM,1-JSD,0.6089562685030872
1809,mRNA,CPM,Pearson,0.6000216416169087
1810,mRNA,CPM,Spearman,0.7454165118702427
1811,mRNA,CPM,CCC,0.566939193512979
1812,mRNA,log,1-JSD,0.8351003002690255
1813,mRNA,log,Pearson,0.7674426192912824
1814,mRNA,log,Spearman,0.7454165118702427
1815,mRNA,log,CCC,0.7590654775306945
1816,mRNA,CPM,1-JSD,0.5363789324883846
1817,mRNA,CPM,Pearson,0.3901977345712715
1818,mRNA,CPM,Spearman,0.7486305478790274
1819,mRNA,CPM,CCC,0.3213658023932651
1820,mRNA,log,1-JSD,0.827538900548532
1821,mRNA,log,Pearson,0.7534949572068461
1822,mRNA,log,Spearman,0.7486305478790274
1823,mRNA,log,CCC,0.7506654095833641
1824,mRNA,CPM,1-JSD,0.5555450262716171
1825,mRNA,CPM,Pearson,0.448603612023253
1826,mRNA,CPM,Spearman,0.7398005609949585
1827,mRNA,CPM,CCC,0.3995052568634911
1828,mRNA,log,1-JSD,0.8303231343131011
1829,mRNA,log,Pearson,0.7523361572844791
1830,mRNA,log,Spearman,0.7398005609949585
1831,mRNA,log,CCC,0.748079351097047
1832,mRNA,CPM,1-JSD,0.5735095689266065
1833,mRNA,CPM,Pearson,0.3761505891951868
1834,mRNA,CPM,Spearman,0.7654509932211824
1835,mRNA,CPM,CCC,0.2385686735762786
1836,mRNA,log,1-JSD,0.8366985760028184
1837,mRNA,log,Pearson,0.7780954778467966
1838,mRNA,log,Spearman,0.7654509932211824
1839,mRNA,log,CCC,0.7758986982832848
1840,mRNA,CPM,1-JSD,0.5561379787671319
1841,mRNA,CPM,Pearson,0.16202605847941653
1842,mRNA,CPM,Spearman,0.7490388535855321
1843,mRNA,CPM,CCC,0.06598966178059812
1844,mRNA,log,1-JSD,0.8335931799590444
1845,mRNA,log,Pearson,0.769328473594587
1846,mRNA,log,Spearman,0.7490388535855321
1847,mRNA,log,CCC,0.7684287332145785
1848,mRNA,CPM,1-JSD,0.5700034525608801
1849,mRNA,CPM,Pearson,0.5125944096615257
1850,mRNA,CPM,Spearman,0.7312579584424354
1851,mRNA,CPM,CCC,0.48730683374485484
1852,mRNA,log,1-JSD,0.8326243146749338
1853,mRNA,log,Pearson,0.747900976597196
1854,mRNA,log,Spearman,0.7312579584424354
1855,mRNA,log,CCC,0.7384214478573845
1856,mRNA,CPM,1-JSD,0.5951093255720874
1857,mRNA,CPM,Pearson,0.5512463207341635
1858,mRNA,CPM,Spearman,0.7404353393641949
1859,mRNA,CPM,CCC,0.48700067078322756
1860,mRNA,log,1-JSD,0.8337139863345898
1861,mRNA,log,Pearson,0.7608991689511025
1862,mRNA,log,Spearman,0.7404353393641949
1863,mRNA,log,CCC,0.754711035068265
1864,mRNA,CPM,1-JSD,0.5516790633731465
1865,mRNA,CPM,Pearson,0.4450039820746817
1866,mRNA,CPM,Spearman,0.7307797703725445
1867,mRNA,CPM,CCC,0.3828264516849897
1868,mRNA,log,1-JSD,0.8252104121198032
1869,mRNA,log,Pearson,0.7417777648278288
1870,mRNA,log,Spearman,0.7307797703725445
1871,mRNA,log,CCC,0.7385105279365044
1872,mRNA,CPM,1-JSD,0.5806472638501747
1873,mRNA,CPM,Pearson,0.49964787215852047
1874,mRNA,CPM,Spearman,0.7422917586841264
1875,mRNA,CPM,CCC,0.44097502417160717
1876,mRNA,log,1-JSD,0.8317183878952781
1877,mRNA,log,Pearson,0.7594418464815805
1878,mRNA,log,Spearman,0.7422917586841264
1879,mRNA,log,CCC,0.7555298694580169
1880,mRNA,CPM,1-JSD,0.5864895639566017
1881,mRNA,CPM,Pearson,0.5593205371709562
1882,mRNA,CPM,Spearman,0.7193491272313841
1883,mRNA,CPM,CCC,0.5327046069351881
1884,mRNA,log,1-JSD,0.8278369262424243
1885,mRNA,log,Pearson,0.7414194687919665
1886,mRNA,log,Spearman,0.7193491272313841
1887,mRNA,log,CCC,0.7312061076516779
1888,mRNA,CPM,1-JSD,0.5678320456499599
1889,mRNA,CPM,Pearson,0.5010813077780896
1890,mRNA,CPM,Spearman,0.7363666340330404
1891,mRNA,CPM,CCC,0.4554895827851257
1892,mRNA,log,1-JSD,0.8283792349810383
1893,mRNA,log,Pearson,0.7498617657160667
1894,mRNA,log,Spearman,0.7363666340330404
1895,mRNA,log,CCC,0.745145769158487
1896,mRNA,CPM,1-JSD,0.5764381229342941
1897,mRNA,CPM,Pearson,0.5168323630242933
1898,mRNA,CPM,Spearman,0.7396002234077413
1899,mRNA,CPM,CCC,0.4727199451933661
1900,mRNA,log,1-JSD,0.8289362840180552
1901,mRNA,log,Pearson,0.756314764830252
1902,mRNA,log,Spearman,0.7396002234077413
1903,mRNA,log,CCC,0.7513039270811402
1904,mRNA,CPM,1-JSD,0.5701474827046749
1905,mRNA,CPM,Pearson,0.5146760241946713
1906,mRNA,CPM,Spearman,0.7419888996665212
1907,mRNA,CPM,CCC,0.47487366177009327
1908,mRNA,log,1-JSD,0.8295849008522628
1909,mRNA,log,Pearson,0.7557259752018091
1910,mRNA,log,Spearman,0.7419888996665212
1911,mRNA,log,CCC,0.7506810960201258
1912,mRNA,CPM,1-JSD,0.5513860818653766
1913,mRNA,CPM,Pearson,0.45937429099616955
1914,mRNA,CPM,Spearman,0.7334361417167277
1915,mRNA,CPM,CCC,0.4209517790117423
1916,mRNA,log,1-JSD,0.8261711667975477
1917,mRNA,log,Pearson,0.7450956440773597
1918,mRNA,log,Spearman,0.7334361417167277
1919,mRNA,log,CCC,0.7399473328880533
1920,mRNA,CPM,1-JSD,0.6379790991618304
1921,mRNA,CPM,Pearson,0.6828184227652199
1922,mRNA,CPM,Spearman,0.7546614707973156
1923,mRNA,CPM,CCC,0.6499374301261691
1924,mRNA,log,1-JSD,0.8410348112277264
1925,mRNA,log,Pearson,0.7783926658230378
1926,mRNA,log,Spearman,0.7546614707973156
1927,mRNA,log,CCC,0.7678676868636856
1928,mRNA,CPM,1-JSD,0.5609461781876817
1929,mRNA,CPM,Pearson,0.48651132024974186
1930,mRNA,CPM,Spearman,0.7262306944293546
1931,mRNA,CPM,CCC,0.43634804276604394
1932,mRNA,log,1-JSD,0.8260225693142222
1933,mRNA,log,Pearson,0.7401451202230096
1934,mRNA,log,Spearman,0.7262306944293546
1935,mRNA,log,CCC,0.7366443744661927
1936,mRNA,CPM,1-JSD,0.5898745213381926
1937,mRNA,CPM,Pearson,0.528645695340649
1938,mRNA,CPM,Spearman,0.7266593192102935
1939,mRNA,CPM,CCC,0.44683998773754857
1940,mRNA,log,1-JSD,0.8268091586240542
1941,mRNA,log,Pearson,0.7490576234693037
1942,mRNA,log,Spearman,0.7266593192102935
1943,mRNA,log,CCC,0.7457948177063838
1944,mRNA,CPM,1-JSD,0.45606782136237145
1945,mRNA,CPM,Pearson,0.23725844686633563
1946,mRNA,CPM,Spearman,0.7187200773265672
1947,mRNA,CPM,CCC,0.12704776072446064
1948,mRNA,log,1-JSD,0.7814396550596394
1949,mRNA,log,Pearson,0.7038962980351275
1950,mRNA,log,Spearman,0.7187200773265672
1951,mRNA,log,CCC,0.6817374677140603
1952,mRNA,CPM,1-JSD,0.5261715632965431
1953,mRNA,CPM,Pearson,0.37401000680557894
1954,mRNA,CPM,Spearman,0.7156645624191774
1955,mRNA,CPM,CCC,0.2800924325254641
1956,mRNA,log,1-JSD,0.8138920076075261
1957,mRNA,log,Pearson,0.7235174621188842
1958,mRNA,log,Spearman,0.7156645624191774
1959,mRNA,log,CCC,0.7194375082402386
1960,mRNA,CPM,1-JSD,0.5904177938292159
1961,mRNA,CPM,Pearson,0.5333467163471777
1962,mRNA,CPM,Spearman,0.7497841904165836
1963,mRNA,CPM,CCC,0.4806935107857904
1964,mRNA,log,1-JSD,0.8348805450700024
1965,mRNA,log,Pearson,0.7663112114075021
1966,mRNA,log,Spearman,0.7497841904165836
1967,mRNA,log,CCC,0.7598477139843998
1968,mRNA,CPM,1-JSD,0.5436382744548949
1969,mRNA,CPM,Pearson,0.4549448935860771
1970,mRNA,CPM,Spearman,0.7228693369188979
1971,mRNA,CPM,CCC,0.41512609778141074
1972,mRNA,log,1-JSD,0.8201206748056099
1973,mRNA,log,Pearson,0.732071627706531
1974,mRNA,log,Spearman,0.7228693369188979
1975,mRNA,log,CCC,0.7280968876827139
1976,mRNA,CPM,1-JSD,0.552267115383285
1977,mRNA,CPM,Pearson,0.4584075099552895
1978,mRNA,CPM,Spearman,0.739484691399267
1979,mRNA,CPM,CCC,0.4099932972397242
1980,mRNA,log,1-JSD,0.8289199190854982
1981,mRNA,log,Pearson,0.7485095353284787
1982,mRNA,log,Spearman,0.739484691399267
1983,mRNA,log,CCC,0.7443905647594382
1984,mRNA,CPM,1-JSD,0.5199353172527759
1985,mRNA,CPM,Pearson,0.3852596429983631
1986,mRNA,CPM,Spearman,0.7329226813937153
1987,mRNA,CPM,CCC,0.3266055434745904
1988,mRNA,log,1-JSD,0.8188349822905616
1989,mRNA,log,Pearson,0.7352854831698771
1990,mRNA,log,Spearman,0.7329226813937153
1991,mRNA,log,CCC,0.7308938003853254
1992,mRNA,CPM,1-JSD,0.5901780819431365
1993,mRNA,CPM,Pearson,0.5376979412569198
1994,mRNA,CPM,Spearman,0.7387886539935237
1995,mRNA,CPM,CCC,0.48850534464191786
1996,mRNA,log,1-JSD,0.8355534723187794
1997,mRNA,log,Pearson,0.7597444468358777
1998,mRNA,log,Spearman,0.7387886539935237
1999,mRNA,log,CCC,0.7505106583439245
2000,mRNA,CPM,1-JSD,0.5414549692387516
2001,mRNA,CPM,Pearson,0.46550156384646624
2002,mRNA,CPM,Spearman,0.6910101179833714
2003,mRNA,CPM,CCC,0.4177999170074632
2004,mRNA,log,1-JSD,0.8121008929807011
2005,mRNA,log,Pearson,0.7071809908950646
2006,mRNA,log,Spearman,0.6910101179833714
2007,mRNA,log,CCC,0.7039140856918339
2008,mRNA,CPM,1-JSD,0.5833132559151716
2009,mRNA,CPM,Pearson,0.5321352133815803
2010,mRNA,CPM,Spearman,0.7385540644160385
2011,mRNA,CPM,CCC,0.48345591588040154
2012,mRNA,log,1-JSD,0.8299351597323492
2013,mRNA,log,Pearson,0.7572230849781785
2014,mRNA,log,Spearman,0.7385540644160385
2015,mRNA,log,CCC,0.7518882565212218
2016,mRNA,CPM,1-JSD,0.5946752356064917
2017,mRNA,CPM,Pearson,0.5181795259664603
2018,mRNA,CPM,Spearman,0.7377257493023289
2019,mRNA,CPM,CCC,0.4219437008597591
2020,mRNA,log,1-JSD,0.8307880742106477
2021,mRNA,log,Pearson,0.7576118983212704
2022,mRNA,log,Spearman,0.7377257493023289
2023,mRNA,log,CCC,0.754621587006132
2024,mRNA,CPM,1-JSD,0.5174786279753799
2025,mRNA,CPM,Pearson,0.39467625727806716
2026,mRNA,CPM,Spearman,0.6976242280480246
2027,mRNA,CPM,CCC,0.3375378477853376
2028,mRNA,log,1-JSD,0.8091554909496893
2029,mRNA,log,Pearson,0.7058341131245492
2030,mRNA,log,Spearman,0.6976242280480246
2031,mRNA,log,CCC,0.7017827154037345
2032,mRNA,CPM,1-JSD,0.5902417022832612
2033,mRNA,CPM,Pearson,0.48019420191320245
2034,mRNA,CPM,Spearman,0.7658528322484839
2035,mRNA,CPM,CCC,0.37547381337903196
2036,mRNA,log,1-JSD,0.8302058544060911
2037,mRNA,log,Pearson,0.7800199473099325
2038,mRNA,log,Spearman,0.7658528322484839
2039,mRNA,log,CCC,0.7765120605941968
2040,mRNA,CPM,1-JSD,0.5567080758258809
2041,mRNA,CPM,Pearson,0.36480652481339115
2042,mRNA,CPM,Spearman,0.749674424624425
2043,mRNA,CPM,CCC,0.23959597529741686
2044,mRNA,log,1-JSD,0.8245520639624999
2045,mRNA,log,Pearson,0.7599314399859866
2046,mRNA,log,Spearman,0.749674424624425
2047,mRNA,log,CCC,0.7564940565804004
2048,mRNA,CPM,1-JSD,0.6376452360771019
2049,mRNA,CPM,Pearson,0.6923391231413978
2050,mRNA,CPM,Spearman,0.7311162534498031
2051,mRNA,CPM,CCC,0.6340396138602534
2052,mRNA,log,1-JSD,0.8309060271434133
2053,mRNA,log,Pearson,0.7579563441564137
2054,mRNA,log,Spearman,0.7311162534498031
2055,mRNA,log,CCC,0.7536378016200149
2056,mRNA,CPM,1-JSD,0.5452250861631915
2057,mRNA,CPM,Pearson,0.44668829390079323
2058,mRNA,CPM,Spearman,0.715724847237964
2059,mRNA,CPM,CCC,0.38411230917234557
2060,mRNA,log,1-JSD,0.8188844837071435
2061,mRNA,log,Pearson,0.7288101392297963
2062,mRNA,log,Spearman,0.715724847237964
2063,mRNA,log,CCC,0.7253341482208374
2064,mRNA,CPM,1-JSD,0.48696208377974703
2065,mRNA,CPM,Pearson,0.32734584557541785
2066,mRNA,CPM,Spearman,0.708379089085977
2067,mRNA,CPM,CCC,0.23702158229810014
2068,mRNA,log,1-JSD,0.7961795075088266
2069,mRNA,log,Pearson,0.7032281489507175
2070,mRNA,log,Spearman,0.708379089085977
2071,mRNA,log,CCC,0.6917574243806205
2072,mRNA,CPM,1-JSD,0.5649775448249588
2073,mRNA,CPM,Pearson,0.501432583532153
2074,mRNA,CPM,Spearman,0.7200544707622741
2075,mRNA,CPM,CCC,0.45232708258732
2076,mRNA,log,1-JSD,0.8228565742872909
2077,mRNA,log,Pearson,0.7381138290857614
2078,mRNA,log,Spearman,0.7200544707622741
2079,mRNA,log,CCC,0.733733720736025
2080,mRNA,CPM,1-JSD,0.6334102834623709
2081,mRNA,CPM,Pearson,0.6611545242528427
2082,mRNA,CPM,Spearman,0.7465292270471475
2083,mRNA,CPM,CCC,0.6136896113031981
2084,mRNA,log,1-JSD,0.8372476690887798
2085,mRNA,log,Pearson,0.7721556069233915
2086,mRNA,log,Spearman,0.7465292270471475
2087,mRNA,log,CCC,0.7632880627265267
2088,mRNA,CPM,1-JSD,0.5710494181629382
2089,mRNA,CPM,Pearson,0.5151156656666134
2090,mRNA,CPM,Spearman,0.7201892931143954
2091,mRNA,CPM,CCC,0.4866863268315847
2092,mRNA,log,1-JSD,0.8256909744669582
2093,mRNA,log,Pearson,0.7396884615049037
2094,mRNA,log,Spearman,0.7201892931143954
2095,mRNA,log,CCC,0.7327505273030464
2096,mRNA,CPM,1-JSD,0.5180427834226002
2097,mRNA,CPM,Pearson,0.3704584738139163
2098,mRNA,CPM,Spearman,0.727993538424262
2099,mRNA,CPM,CCC,0.2658592169558746
2100,mRNA,log,1-JSD,0.8130113253686522
2101,mRNA,log,Pearson,0.7311287232225214
2102,mRNA,log,Spearman,0.727993538424262
2103,mRNA,log,CCC,0.7246964073778277
2104,mRNA,CPM,1-JSD,0.5719303710468926
2105,mRNA,CPM,Pearson,0.5282066889598231
2106,mRNA,CPM,Spearman,0.7235456638674527
2107,mRNA,CPM,CCC,0.4789971118649556
2108,mRNA,log,1-JSD,0.8227459771222461
2109,mRNA,log,Pearson,0.7415012102331273
2110,mRNA,log,Spearman,0.7235456638674527
2111,mRNA,log,CCC,0.7368982666635792
2112,mRNA,CPM,1-JSD,0.5914127610878237
2113,mRNA,CPM,Pearson,0.5469630867167998
2114,mRNA,CPM,Spearman,0.7267145104927158
2115,mRNA,CPM,CCC,0.4836679685359162
2116,mRNA,log,1-JSD,0.8254803652565493
2117,mRNA,log,Pearson,0.7471629636355759
2118,mRNA,log,Spearman,0.7267145104927158
2119,mRNA,log,CCC,0.742940697673939
2120,mRNA,CPM,1-JSD,0.5789281279436853
2121,mRNA,CPM,Pearson,0.5484990179651394
2122,mRNA,CPM,Spearman,0.7160290531580121
2123,mRNA,CPM,CCC,0.5231365549543314
2124,mRNA,log,1-JSD,0.8263631114767582
2125,mRNA,log,Pearson,0.7368935840707631
2126,mRNA,log,Spearman,0.7160290531580121
2127,mRNA,log,CCC,0.7296341133602811
2128,mRNA,CPM,1-JSD,0.5352197455342433
2129,mRNA,CPM,Pearson,0.4122955230417885
2130,mRNA,CPM,Spearman,0.7286717080478944
2131,mRNA,CPM,CCC,0.35433136471003956
2132,mRNA,log,1-JSD,0.8207997355318275
2133,mRNA,log,Pearson,0.738682146211791
2134,mRNA,log,Spearman,0.7286717080478944
2135,mRNA,log,CCC,0.735168794187435
2136,mRNA,CPM,1-JSD,0.5841385489116178
2137,mRNA,CPM,Pearson,0.4664226742201482
2138,mRNA,CPM,Spearman,0.7252510288608814
2139,mRNA,CPM,CCC,0.3954383866432269
2140,mRNA,log,1-JSD,0.8302172276761645
2141,mRNA,log,Pearson,0.747745078678874
2142,mRNA,log,Spearman,0.7252510288608814
2143,mRNA,log,CCC,0.744757858748363
2144,mRNA,CPM,1-JSD,0.5457951138547416
2145,mRNA,CPM,Pearson,0.39849655219755464
2146,mRNA,CPM,Spearman,0.7034570680734632
2147,mRNA,CPM,CCC,0.3267089260361542
2148,mRNA,log,1-JSD,0.8186108436926604
2149,mRNA,log,Pearson,0.720796296526883
2150,mRNA,log,Spearman,0.7034570680734632
2151,mRNA,log,CCC,0.7185633919703347
2152,mRNA,CPM,1-JSD,0.5542582762490441
2153,mRNA,CPM,Pearson,0.4394180800444754
2154,mRNA,CPM,Spearman,0.7385426611871757
2155,mRNA,CPM,CCC,0.40108069812063274
2156,mRNA,log,1-JSD,0.8314841388668901
2157,mRNA,log,Pearson,0.7518402503267336
2158,mRNA,log,Spearman,0.7385426611871757
2159,mRNA,log,CCC,0.7440669526222258
2160,mRNA,CPM,1-JSD,0.5907075796430896
2161,mRNA,CPM,Pearson,0.5387423292231119
2162,mRNA,CPM,Spearman,0.7324473164678312
2163,mRNA,CPM,CCC,0.501449797832577
2164,mRNA,log,1-JSD,0.8328767080630552
2165,mRNA,log,Pearson,0.7539016273811944
2166,mRNA,log,Spearman,0.7324473164678312
2167,mRNA,log,CCC,0.745827034619009
2168,mRNA,CPM,1-JSD,0.5545052161183373
2169,mRNA,CPM,Pearson,0.4437458620242376
2170,mRNA,CPM,Spearman,0.7195729647958392
2171,mRNA,CPM,CCC,0.3808002823101829
2172,mRNA,log,1-JSD,0.8215807310670181
2173,mRNA,log,Pearson,0.7348721676725376
2174,mRNA,log,Spearman,0.7195729647958392
2175,mRNA,log,CCC,0.7314634675937286
2176,mRNA,CPM,1-JSD,0.5524223314561946
2177,mRNA,CPM,Pearson,0.469346907295936
2178,mRNA,CPM,Spearman,0.7337340557419402
2179,mRNA,CPM,CCC,0.4465018620648153
2180,mRNA,log,1-JSD,0.8278573615706735
2181,mRNA,log,Pearson,0.7460118111148479
2182,mRNA,log,Spearman,0.7337340557419402
2183,mRNA,log,CCC,0.7393673995104844
2184,mRNA,CPM,1-JSD,0.5370984280763431
2185,mRNA,CPM,Pearson,0.4210980249372095
2186,mRNA,CPM,Spearman,0.733514762893193
2187,mRNA,CPM,CCC,0.3596401893459669
2188,mRNA,log,1-JSD,0.8249106234347398
2189,mRNA,log,Pearson,0.7405226433998197
2190,mRNA,log,Spearman,0.733514762893193
2191,mRNA,log,CCC,0.7375059353085899
